GENE_ID,GO_Term,GO_Ontology,GO_Link
Rv3557c,regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006355
Rv3574,regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006355
Rv3597c,regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006355
Rv3676,regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006355
Rv3687c,regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006355
Rv3849,regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006355
Rv2555c,tRNA modification ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006400
Rv2727c,tRNA modification ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006400
Rv2793c,tRNA modification ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006400
Rv1246c,RNA catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006401
Rv2092c,RNA catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006401
Rv2228c,RNA catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006401
Rv2866,RNA catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006401
Rv3358,RNA catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006401
Rv1102c,mRNA catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006402
Rv1991c,mRNA catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006402
Rv2801c,mRNA catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006402
Rv0055,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0056,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0640,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0641,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0651,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0682,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0683,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0700,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0702,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0703,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0710,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0715,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0716,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0717,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv0721,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv1015c,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv2055c,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv2056c,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv2842c,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv2890c,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv2909c,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv3442c,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv3443c,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv3459c,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv3460c,translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006412
Rv2130c,cysteinyl-tRNA aminoacylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006423
Rv3580c,cysteinyl-tRNA aminoacylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006423
Rv1649,phenylalanyl-tRNA aminoacylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006432
Rv1650,phenylalanyl-tRNA aminoacylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006432
Rv0440,'de novo' protein folding ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006458
Rv3417c,'de novo' protein folding ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006458
Rv0015c,protein phosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006468
Rv1743,protein phosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006468
Rv3246c,protein phosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006468
Rv0018c,protein dephosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006470
Rv0153c,protein dephosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006470
Rv2234,protein dephosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006470
Rv3042c,protein dephosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006470
Rv2775,protein acetylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006473
Rv2851c,protein acetylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006473
Rv0319,proteolysis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006508
Rv0983,proteolysis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006508
Rv2457c,proteolysis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006508
Rv3610c,proteolysis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006508
Rv3883c,proteolysis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006508
Rv0434,protein quality control for misfolded or incompletely synthesized proteins ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006515
Rv0584,protein quality control for misfolded or incompletely synthesized proteins ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006515
Rv0584,protein deglycosylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006517
Rv0648,protein deglycosylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006517
Rv1383,arginine biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006526
Rv1384,arginine biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006526
Rv1653,arginine biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006526
Rv1654,arginine biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006526
Rv1656,arginine biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006526
Rv1658,arginine biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006526
Rv0848,cysteine biosynthetic process from serine ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006535
Rv1334,cysteine biosynthetic process from serine ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006535
Rv1336,cysteine biosynthetic process from serine ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006535
Rv2334,cysteine biosynthetic process from serine ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006535
Rv2335,cysteine biosynthetic process from serine ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006535
Rv2391,cysteine biosynthetic process from serine ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006535
Rv2392,cysteine biosynthetic process from serine ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006535
Rv3206c,cysteine biosynthetic process from serine ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006535
Rv0070c,glycine metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006544
Rv1093,glycine metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006544
Rv0734,methionine metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006555
Rv2861c,methionine metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006555
Rv0500,proline biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006561
Rv2439c,proline biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006561
Rv0070c,L-serine metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006563
Rv1093,L-serine metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006563
Rv0183,lipid metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006629
Rv0272c,lipid metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006629
Rv2854,lipid metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006629
Rv3286c,lipid metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006629
Rv0241c,fatty acid metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006631
Rv0621,fatty acid metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006631
Rv0035,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv0098,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv0130,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv0241c,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv0404,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv0533c,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv0636,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv1013,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv1185c,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv1345,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv1521,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv1529,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv1925,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv2243,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv2524c,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv2930,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv2931,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv2932,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv2933,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv2934,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv2935,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv2941,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv2950c,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv3389c,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv3801c,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv3825c,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv3826,fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006633
Rv0222,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv0468,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv0859,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv0905,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv0914c,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv1070c,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv1074c,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv1136,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv1323,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv1472,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv1627c,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv1867,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv2486,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv2790c,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv3039c,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv3373,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv3516,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv3550,fatty acid beta-oxidation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006635
Rv1662,unsaturated fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006636
Rv1663,unsaturated fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0006636
